NUTS2;YEAR;SEX;RANKING_REF_YEAR;GIVEN_NAME;NUMBER;;;;;;
AT31;2011;1;31;Valentin;58;;;;;;
AT31;2011;1;33;Gabriel;54;;;;;;
AT31;2011;1;34;Leo;48;;;;;;
AT31;2011;1;35;Benjamin;46;;;;;;
AT31;2011;1;36;Leonhard;45;;;;;;
AT31;2011;1;37;Jan;44;;;;;;
AT31;2011;1;37;Stefan;44;;;;;;
AT31;2011;1;39;Josef;41;;;;;;
AT31;2011;1;39;Manuel;41;;;;;;
AT31;2011;1;39;Muhammed;41;;;;;;
AT31;2011;1;42;Matteo;39;;;;;;
AT31;2011;1;43;Christoph;38;;;;;;
AT31;2011;1;43;Thomas;38;;;;;;
AT31;2011;1;45;Emil;37;;;;;;
AT31;2011;1;45;Tim;37;;;;;;
AT31;2011;1;47;Marcel;36;;;;;;
AT31;2011;1;48;Adrian;35;;;;;;
AT31;2011;1;48;Christian;35;;;;;;
AT31;2011;1;48;Clemens;35;;;;;;
AT31;2011;1;48;Timo;35;;;;;;
AT31;2011;1;52;Ben;33;;;;;;
AT31;2011;1;52;Luis;33;;;;;;
AT31;2011;1;54;Jonathan;32;;;;;;
AT31;2011;1;55;Anton;31;;;;;;
AT31;2011;1;55;Oliver;31;;;;;;
AT31;2011;1;57;Kilian;30;;;;;;
AT31;2011;1;58;Fabio;29;;;;;;
AT31;2011;1;59;Erik;28;;;;;;
AT31;2011;1;60;Peter;27;;;;;;
AT31;2011;2;1;Anna;452;;;;;;
AT31;2011;2;2;Maria;219;;;;;;
AT31;2011;2;3;Sarah;188;;;;;;
AT31;2011;2;4;Sophie;175;;;;;;
AT31;2011;2;5;Elena;170;;;;;;
AT31;2011;2;6;Emilia;151;;;;;;
AT31;2011;2;7;Lena;145;;;;;;
AT31;2011;2;8;Julia;138;;;;;;
AT31;2011;2;9;Leonie;137;;;;;;
AT31;2011;2;10;Johanna;113;;;;;;
AT31;2011;2;11;Emma;111;;;;;;
AT31;2011;2;12;Katharina;104;;;;;;
AT31;2011;2;13;Chiara;97;;;;;;
AT31;2011;2;14;Magdalena;96;;;;;;
AT31;2011;2;15;Laura;93;;;;;;
AT31;2011;2;15;Lea;93;;;;;;
AT31;2011;2;17;Lara;91;;;;;;
AT31;2011;2;18;Lisa;82;;;;;;
AT31;2011;2;19;Valentina;81;;;;;;
AT31;2011;2;20;Amelie;78;;;;;;
AT31;2011;2;21;Mia;73;;;;;;
AT31;2011;2;22;Marlene;69;;;;;;
AT31;2011;2;23;Luisa;66;;;;;;
AT31;2011;2;24;Alina;64;;;;;;
AT31;2011;2;25;Annika;61;;;;;;
AT31;2011;2;26;Isabella;60;;;;;;
AT31;2011;2;27;Nina;53;;;;;;
AT31;2011;2;28;Franziska;49;;;;;;
AT31;2011;2;28;Viktoria;49;;;;;;
AT31;2011;2;30;Theresa;48;;;;;;
AT31;2011;2;31;Pia;47;;;;;;
AT31;2011;2;32;Eva;46;;;;;;
AT31;2011;2;33;Anja;45;;;;;;
AT31;2011;2;33;Vanessa;45;;;;;;
AT31;2011;2;35;Caroline;42;;;;;;
AT31;2011;2;36;Jasmin;40;;;;;;
AT31;2011;2;37;Elisa;38;;;;;;
AT31;2011;2;38;Christina;34;;;;;;
AT31;2011;2;38;Selina;34;;;;;;
AT31;2011;2;40;Valerie;33;;;;;;
AT31;2011;2;41;Lina;32;;;;;;
AT31;2011;2;42;Elisabeth;29;;;;;;
AT31;2011;2;42;Paulina;29;;;;;;
AT31;2011;2;44;Amina;27;;;;;;
AT31;2011;2;44;Lilly;27;;;;;;
AT31;2011;2;44;Paula;27;;;;;;
AT31;2011;2;47;Melissa;26;;;;;;
AT31;2011;2;48;Nora;25;;;;;;
AT31;2011;2;49;Alexandra;24;;;;;;
AT31;2011;2;49;Larissa;24;;;;;;
AT31;2011;2;49;Lejla;24;;;;;;
AT31;2011;2;52;Antonia;23;;;;;;
AT31;2011;2;52;Celina;23;;;;;;
AT31;2011;2;52;Ella;23;;;;;;
AT31;2011;2;55;Michaela;22;;;;;;
AT31;2011;2;55;Zoe;22;;;;;;
AT31;2011;2;57;Anna-Lena;21;;;;;;
AT31;2011;2;58;Alice;20;;;;;;
AT31;2011;2;58;Diana;20;;;;;;
AT31;2011;2;58;Juliane;20;;;;;;
AT31;2011;2;58;Marlies;20;;;;;;
AT31;2011;2;58;Melanie;20;;;;;;
AT31;2010;1;1;Lukas;316;;;;;;
AT31;2010;1;2;Jonas;198;;;;;;
AT31;2010;1;3;Tobias;191;;;;;;
AT31;2010;1;4;David;190;;;;;;
AT31;2010;1;5;Alexander;179;;;;;;
AT31;2010;1;6;Simon;169;;;;;;
AT31;2010;1;7;Maximilian;164;;;;;;
AT31;2010;1;8;Florian;150;;;;;;
AT31;2010;1;8;Jakob;150;;;;;;
AT31;2010;1;10;Niklas;143;;;;;;
AT31;2010;1;11;Paul;142;;;;;;
AT31;2010;1;12;Elias;135;;;;;;
AT31;2010;1;13;Fabian;130;;;;;;
AT31;2010;1;14;Felix;125;;;;;;
AT31;2010;1;15;Leon;120;;;;;;
AT31;2010;1;15;Sebastian;120;;;;;;
AT31;2010;1;17;Julian;109;;;;;;
AT31;2010;1;18;Moritz;108;;;;;;
AT31;2010;1;19;Daniel;101;;;;;;
AT31;2010;1;19;Nico;101;;;;;;
AT31;2010;1;21;Lorenz;95;;;;;;
AT31;2010;1;21;Matthias;95;;;;;;
AT31;2010;1;21;Michael;95;;;;;;
AT31;2010;1;21;Raphael;95;;;;;;
AT31;2010;1;25;Philipp;90;;;;;;
AT31;2010;1;26;Johannes;85;;;;;;
AT31;2010;1;27;Samuel;84;;;;;;
AT31;2010;1;28;Markus;75;;;;;;
AT31;2010;1;29;Dominik;58;;;;;;
AT31;2010;1;30;Valentin;56;;;;;;
AT31;2010;1;31;Manuel;55;;;;;;
AT31;2010;1;32;Benjamin;54;;;;;;
AT31;2010;1;32;Jan;54;;;;;;
AT31;2010;1;34;Gabriel;53;;;;;;
AT31;2010;1;34;Marcel;53;;;;;;
AT31;2010;1;36;Noah;52;;;;;;
AT31;2010;1;37;Andreas;50;;;;;;
AT31;2010;1;38;Leonhard;47;;;;;;
AT31;2010;1;39;Stefan;43;;;;;;
AT31;2010;1;40;Kilian;41;;;;;;
AT31;2010;1;41;Jonathan;39;;;;;;
AT31;2010;1;41;Martin;39;;;;;;
AT31;2010;1;43;Thomas;38;;;;;;
AT31;2010;1;44;Leo;37;;;;;;
AT31;2010;1;45;Jannik;36;;;;;;
AT31;2010;1;46;Christian;35;;;;;;
AT31;2010;1;46;Christoph;35;;;;;;
AT31;2010;1;46;Matteo;35;;;;;;
AT31;2010;1;49;Clemens;34;;;;;;
AT31;2010;1;49;Muhammed;34;;;;;;
AT31;2010;1;51;Tim;33;;;;;;
AT31;2010;1;52;Adrian;31;;;;;;
AT31;2010;1;53;Konstantin;30;;;;;;
AT31;2010;1;54;Emil;29;;;;;;
AT31;2010;1;54;Fabio;29;;;;;;
AT31;2010;1;56;Josef;28;;;;;;
AT31;2010;1;56;Luis;28;;;;;;
AT31;2010;1;58;Timo;27;;;;;;
AT31;2010;1;59;Xaver;26;;;;;;
AT31;2010;1;60;Max;25;;;;;;
AT31;2010;1;60;Vincent;25;;;;;;
AT31;2010;2;1;Anna;445;;;;;;
AT31;2010;2;2;Maria;204;;;;;;
AT31;2010;2;3;Lena;201;;;;;;
AT31;2010;2;4;Sophie;186;;;;;;
AT31;2010;2;5;Sarah;174;;;;;;
AT31;2010;2;6;Emilia;153;;;;;;
AT31;2010;2;7;Elena;149;;;;;;
AT31;2010;2;8;Julia;121;;;;;;
AT31;2010;2;9;Laura;116;;;;;;
AT31;2010;2;10;Lea;115;;;;;;
AT31;2010;2;10;Leonie;115;;;;;;
AT31;2010;2;12;Lisa;107;;;;;;
AT31;2010;2;13;Emma;96;;;;;;
AT31;2010;2;14;Johanna;93;;;;;;
AT31;2010;2;14;Katharina;93;;;;;;
AT31;2010;2;16;Lara;91;;;;;;
AT31;2010;2;17;Magdalena;83;;;;;;
AT31;2010;2;17;Mia;83;;;;;;
AT31;2010;2;19;Marlene;79;;;;;;
AT31;2010;2;19;Viktoria;79;;;;;;
AT31;2010;2;21;Luisa;69;;;;;;
AT31;2010;2;22;Chiara;68;;;;;;
AT31;2010;2;22;Isabella;68;;;;;;
AT31;2010;2;24;Valentina;65;;;;;;
AT31;2010;2;25;Alina;58;;;;;;
AT31;2010;2;26;Amelie;57;;;;;;
AT31;2010;2;26;Annika;57;;;;;;
AT31;2010;2;26;Theresa;57;;;;;;
AT31;2010;2;29;Franziska;53;;;;;;
AT31;2010;2;30;Selina;52;;;;;;
AT31;2010;2;31;Vanessa;51;;;;;;
AT31;2010;2;32;Nina;50;;;;;;
AT31;2010;2;33;Christina;49;;;;;;
AT31;2010;2;34;Eva;48;;;;;;
AT31;2010;2;34;Jasmin;48;;;;;;
AT31;2010;2;36;Pia;47;;;;;;
AT31;2010;2;37;Caroline;43;;;;;;
AT31;2010;2;38;Lilly;42;;;;;;
AT31;2010;2;38;Nora;42;;;;;;
AT31;2010;2;40;Larissa;37;;;;;;
AT31;2010;2;40;Lina;37;;;;;;
AT31;2010;2;40;Maja;37;;;;;;
AT31;2010;2;43;Anja;35;;;;;;
AT31;2010;2;43;Melissa;35;;;;;;
AT31;2010;2;45;Carina;31;;;;;;
AT31;2010;2;46;Elisa;30;;;;;;
AT31;2010;2;47;Michaela;28;;;;;;
AT31;2010;2;48;Antonia;27;;;;;;
AT31;2010;2;48;Celina;27;;;;;;
AT31;2010;2;48;Ella;27;;;;;;
AT31;2010;2;48;Melanie;27;;;;;;
AT31;2010;2;48;Paula;27;;;;;;
AT31;2010;2;53;Alice;26;;;;;;
AT31;2010;2;54;Anna-Lena;25;;;;;;
AT31;2010;2;55;Natalie;24;;;;;;
AT31;2010;2;56;Lejla;23;;;;;;
AT31;2010;2;57;Elisabeth;22;;;;;;
AT31;2010;2;57;Linda;22;;;;;;
AT31;2010;2;57;Paulina;22;;;;;;
AT31;2010;2;57;Ronja;22;;;;;;
